Estación	Cod. Pluvio	Fecha	[mm]
Laureles_sa	1321	8/8/2017	0.0
Laureles_sa	1321	9/8/2017	0.0
Laureles_sa	1321	10/8/2017	53.0
Laureles_sa	1321	11/8/2017	47.0
Laureles_sa	1321	12/8/2017	0.0
Laureles_sa	1321	13/8/2017	0.0
Laureles_sa	1321	14/8/2017	0.0
Laureles_sa	1321	15/8/2017	0.0
Laureles_sa	1321	16/8/2017	0.0
Laureles_sa	1321	17/8/2017	0.0
Laureles_sa	1321	18/8/2017	0.0
Laureles_sa	1321	19/8/2017	0.0
Laureles_sa	1321	20/8/2017	0.0
Laureles_sa	1321	21/8/2017	0.0
Laureles_sa	1321	22/8/2017	0.0
Laureles_sa	1321	23/8/2017	0.0
Laureles_sa	1321	24/8/2017	0.0
Laureles_sa	1321	25/8/2017	20.0
Laureles_sa	1321	26/8/2017	7.0
Laureles_sa	1321	27/8/2017	0.0
Laureles_sa	1321	28/8/2017	4.0
Laureles_sa	1321	29/8/2017	0.0
Laureles_sa	1321	30/8/2017	0.0
Laureles_sa	1321	31/8/2017	0.0
Laureles_sa	1321	1/9/2017	0.0
Laureles_sa	1321	2/9/2017	0.0
Laureles_sa	1321	3/9/2017	7.0
Laureles_sa	1321	4/9/2017	24.0
Laureles_sa	1321	5/9/2017	0.0
Laureles_sa	1321	6/9/2017	0.0
Laureles_sa	1321	7/9/2017	34.0
Laureles_sa	1321	8/9/2017	15.0
Laureles_sa	1321	9/9/2017	
Laureles_sa	1321	10/9/2017	12.0
Laureles_sa	1321	11/9/2017	0.0
Laureles_sa	1321	12/9/2017	0.0
Laureles_sa	1321	13/9/2017	38.0
Laureles_sa	1321	14/9/2017	0.0
Laureles_sa	1321	15/9/2017	0.0
Laureles_sa	1321	16/9/2017	0.0
Laureles_sa	1321	17/9/2017	0.0
Laureles_sa	1321	18/9/2017	0.0
Laureles_sa	1321	19/9/2017	0.0
Laureles_sa	1321	20/9/2017	0.0
Laureles_sa	1321	21/9/2017	3.0
Laureles_sa	1321	22/9/2017	0.0
Laureles_sa	1321	23/9/2017	0.0
